cohort_week,acquisition_channel,target_role,step_order,funnel_step,users_reached,conversion_from_signup,conversion_from_previous_step
2026-01-12,LinkedIn extension,Data Analyst,4,Prep plan generated,9,0.3462,0.6923
2026-01-12,LinkedIn extension,Data Analyst,5,First note completed,9,0.3462,1.0
2026-01-12,LinkedIn extension,Data Analyst,6,Exam submitted,5,0.1923,0.5556
2026-01-12,LinkedIn extension,Data Analyst,7,Mock interview completed,4,0.1538,0.8
2026-01-12,LinkedIn extension,Finance Analyst,1,Account created,19,1.0,1.0
2026-01-12,LinkedIn extension,Finance Analyst,2,Logged in,15,0.7895,0.7895
2026-01-12,LinkedIn extension,Finance Analyst,3,Job saved,7,0.3684,0.4667
2026-01-12,LinkedIn extension,Finance Analyst,4,Prep plan generated,6,0.3158,0.8571
2026-01-12,LinkedIn extension,Finance Analyst,5,First note completed,6,0.3158,1.0
2026-01-12,LinkedIn extension,Finance Analyst,6,Exam submitted,5,0.2632,0.8333
2026-01-12,LinkedIn extension,Finance Analyst,7,Mock interview completed,0,0.0,0.0
2026-01-12,LinkedIn extension,Product Manager,1,Account created,24,1.0,1.0
2026-01-12,LinkedIn extension,Product Manager,2,Logged in,20,0.8333,0.8333
2026-01-12,LinkedIn extension,Product Manager,3,Job saved,16,0.6667,0.8
2026-01-12,LinkedIn extension,Product Manager,4,Prep plan generated,14,0.5833,0.875
2026-01-12,LinkedIn extension,Product Manager,5,First note completed,14,0.5833,1.0
2026-01-12,LinkedIn extension,Product Manager,6,Exam submitted,12,0.5,0.8571
2026-01-12,LinkedIn extension,Product Manager,7,Mock interview completed,2,0.0833,0.1667
2026-01-12,LinkedIn extension,Software Engineer,1,Account created,22,1.0,1.0
2026-01-12,LinkedIn extension,Software Engineer,2,Logged in,21,0.9545,0.9545
2026-01-12,LinkedIn extension,Software Engineer,3,Job saved,15,0.6818,0.7143
2026-01-12,LinkedIn extension,Software Engineer,4,Prep plan generated,14,0.6364,0.9333
2026-01-12,LinkedIn extension,Software Engineer,5,First note completed,14,0.6364,1.0
2026-01-12,LinkedIn extension,Software Engineer,6,Exam submitted,7,0.3182,0.5
2026-01-12,LinkedIn extension,Software Engineer,7,Mock interview completed,4,0.1818,0.5714
2026-01-12,LinkedIn extension,UX Designer,1,Account created,33,1.0,1.0
2026-01-12,LinkedIn extension,UX Designer,2,Logged in,29,0.8788,0.8788
2026-01-12,LinkedIn extension,UX Designer,3,Job saved,18,0.5455,0.6207
2026-01-12,LinkedIn extension,UX Designer,4,Prep plan generated,14,0.4242,0.7778
2026-01-12,LinkedIn extension,UX Designer,5,First note completed,14,0.4242,1.0
2026-01-12,LinkedIn extension,UX Designer,6,Exam submitted,9,0.2727,0.6429
2026-01-12,LinkedIn extension,UX Designer,7,Mock interview completed,5,0.1515,0.5556
2026-01-12,Manual paste,Data Analyst,1,Account created,16,1.0,1.0
2026-01-12,Manual paste,Data Analyst,2,Logged in,14,0.875,0.875
2026-01-12,Manual paste,Data Analyst,3,Job saved,5,0.3125,0.3571
2026-01-12,Manual paste,Data Analyst,4,Prep plan generated,4,0.25,0.8
2026-01-12,Manual paste,Data Analyst,5,First note completed,4,0.25,1.0
2026-01-12,Manual paste,Data Analyst,6,Exam submitted,2,0.125,0.5
2026-01-12,Manual paste,Data Analyst,7,Mock interview completed,0,0.0,0.0
2026-01-12,Manual paste,Finance Analyst,1,Account created,13,1.0,1.0
2026-01-12,Manual paste,Finance Analyst,2,Logged in,10,0.7692,0.7692
2026-01-12,Manual paste,Finance Analyst,3,Job saved,2,0.1538,0.2
2026-01-12,Manual paste,Finance Analyst,4,Prep plan generated,2,0.1538,1.0
2026-01-12,Manual paste,Finance Analyst,5,First note completed,2,0.1538,1.0
2026-01-12,Manual paste,Finance Analyst,6,Exam submitted,2,0.1538,1.0
2026-01-12,Manual paste,Finance Analyst,7,Mock interview completed,1,0.0769,0.5
2026-01-12,Manual paste,Product Manager,1,Account created,21,1.0,1.0
2026-01-12,Manual paste,Product Manager,2,Logged in,20,0.9524,0.9524
2026-01-12,Manual paste,Product Manager,3,Job saved,13,0.619,0.65
2026-01-12,Manual paste,Product Manager,4,Prep plan generated,7,0.3333,0.5385
2026-01-12,Manual paste,Product Manager,5,First note completed,7,0.3333,1.0
2026-01-12,Manual paste,Product Manager,6,Exam submitted,5,0.2381,0.7143
2026-01-12,Manual paste,Product Manager,7,Mock interview completed,3,0.1429,0.6
2026-01-12,Manual paste,Software Engineer,1,Account created,16,1.0,1.0
2026-01-12,Manual paste,Software Engineer,2,Logged in,15,0.9375,0.9375
2026-01-12,Manual paste,Software Engineer,3,Job saved,11,0.6875,0.7333
2026-01-12,Manual paste,Software Engineer,4,Prep plan generated,8,0.5,0.7273
2026-01-12,Manual paste,Software Engineer,5,First note completed,8,0.5,1.0
2026-01-12,Manual paste,Software Engineer,6,Exam submitted,6,0.375,0.75
2026-01-12,Manual paste,Software Engineer,7,Mock interview completed,1,0.0625,0.1667
2026-01-12,Manual paste,UX Designer,1,Account created,20,1.0,1.0
2026-01-12,Manual paste,UX Designer,2,Logged in,17,0.85,0.85
2026-01-12,Manual paste,UX Designer,3,Job saved,10,0.5,0.5882
2026-01-12,Manual paste,UX Designer,4,Prep plan generated,7,0.35,0.7
2026-01-12,Manual paste,UX Designer,5,First note completed,7,0.35,1.0
2026-01-12,Manual paste,UX Designer,6,Exam submitted,4,0.2,0.5714
2026-01-12,Manual paste,UX Designer,7,Mock interview completed,0,0.0,0.0
2026-01-19,Company career site,Data Analyst,1,Account created,10,1.0,1.0
2026-01-19,Company career site,Data Analyst,2,Logged in,8,0.8,0.8
2026-01-19,Company career site,Data Analyst,3,Job saved,6,0.6,0.75
2026-01-19,Company career site,Data Analyst,4,Prep plan generated,5,0.5,0.8333
2026-01-19,Company career site,Data Analyst,5,First note completed,5,0.5,1.0
2026-01-19,Company career site,Data Analyst,6,Exam submitted,3,0.3,0.6
2026-01-19,Company career site,Data Analyst,7,Mock interview completed,1,0.1,0.3333
2026-01-19,Company career site,Finance Analyst,1,Account created,16,1.0,1.0
2026-01-19,Company career site,Finance Analyst,2,Logged in,15,0.9375,0.9375
2026-01-19,Company career site,Finance Analyst,3,Job saved,11,0.6875,0.7333
2026-01-19,Company career site,Finance Analyst,4,Prep plan generated,7,0.4375,0.6364
2026-01-19,Company career site,Finance Analyst,5,First note completed,7,0.4375,1.0
2026-01-19,Company career site,Finance Analyst,6,Exam submitted,4,0.25,0.5714
2026-01-19,Company career site,Finance Analyst,7,Mock interview completed,2,0.125,0.5
2026-01-19,Company career site,Product Manager,1,Account created,8,1.0,1.0
2026-01-19,Company career site,Product Manager,2,Logged in,8,1.0,1.0
2026-01-19,Company career site,Product Manager,3,Job saved,6,0.75,0.75
2026-01-19,Company career site,Product Manager,4,Prep plan generated,4,0.5,0.6667
2026-01-19,Company career site,Product Manager,5,First note completed,4,0.5,1.0
2026-01-19,Company career site,Product Manager,6,Exam submitted,2,0.25,0.5
2026-01-19,Company career site,Product Manager,7,Mock interview completed,1,0.125,0.5
2026-01-19,Company career site,Software Engineer,1,Account created,16,1.0,1.0
2026-01-19,Company career site,Software Engineer,2,Logged in,12,0.75,0.75
2026-01-19,Company career site,Software Engineer,3,Job saved,8,0.5,0.6667
2026-01-19,Company career site,Software Engineer,4,Prep plan generated,6,0.375,0.75
2026-01-19,Company career site,Software Engineer,5,First note completed,6,0.375,1.0
2026-01-19,Company career site,Software Engineer,6,Exam submitted,4,0.25,0.6667
2026-01-19,Company career site,Software Engineer,7,Mock interview completed,1,0.0625,0.25
2026-01-19,Company career site,UX Designer,1,Account created,13,1.0,1.0
2026-01-19,Company career site,UX Designer,2,Logged in,9,0.6923,0.6923
2026-01-19,Company career site,UX Designer,3,Job saved,6,0.4615,0.6667
2026-01-19,Company career site,UX Designer,4,Prep plan generated,3,0.2308,0.5
2026-01-19,Company career site,UX Designer,5,First note completed,3,0.2308,1.0
2026-01-19,Company career site,UX Designer,6,Exam submitted,2,0.1538,0.6667
2026-01-19,Company career site,UX Designer,7,Mock interview completed,0,0.0,0.0
2026-01-19,Handshake extension,Data Analyst,1,Account created,9,1.0,1.0
2026-01-19,Handshake extension,Data Analyst,2,Logged in,9,1.0,1.0
2026-01-19,Handshake extension,Data Analyst,3,Job saved,8,0.8889,0.8889
2026-01-19,Handshake extension,Data Analyst,4,Prep plan generated,7,0.7778,0.875
2026-01-19,Handshake extension,Data Analyst,5,First note completed,7,0.7778,1.0
2026-01-19,Handshake extension,Data Analyst,6,Exam submitted,6,0.6667,0.8571
2026-01-19,Handshake extension,Data Analyst,7,Mock interview completed,1,0.1111,0.1667
2026-01-19,Handshake extension,Finance Analyst,1,Account created,16,1.0,1.0
2026-01-19,Handshake extension,Finance Analyst,2,Logged in,16,1.0,1.0
2026-01-19,Handshake extension,Finance Analyst,3,Job saved,13,0.8125,0.8125
2026-01-19,Handshake extension,Finance Analyst,4,Prep plan generated,7,0.4375,0.5385
2026-01-19,Handshake extension,Finance Analyst,5,First note completed,7,0.4375,1.0
2026-01-19,Handshake extension,Finance Analyst,6,Exam submitted,5,0.3125,0.7143
2026-01-19,Handshake extension,Finance Analyst,7,Mock interview completed,2,0.125,0.4
2026-01-19,Handshake extension,Product Manager,1,Account created,14,1.0,1.0
2026-01-19,Handshake extension,Product Manager,2,Logged in,14,1.0,1.0
2026-01-19,Handshake extension,Product Manager,3,Job saved,11,0.7857,0.7857
2026-01-19,Handshake extension,Product Manager,4,Prep plan generated,7,0.5,0.6364
2026-01-19,Handshake extension,Product Manager,5,First note completed,7,0.5,1.0
2026-01-19,Handshake extension,Product Manager,6,Exam submitted,7,0.5,1.0
2026-01-19,Handshake extension,Product Manager,7,Mock interview completed,3,0.2143,0.4286
2026-01-19,Handshake extension,Software Engineer,1,Account created,16,1.0,1.0
2026-01-19,Handshake extension,Software Engineer,2,Logged in,16,1.0,1.0
2026-01-19,Handshake extension,Software Engineer,3,Job saved,12,0.75,0.75
2026-01-19,Handshake extension,Software Engineer,4,Prep plan generated,8,0.5,0.6667
2026-01-19,Handshake extension,Software Engineer,5,First note completed,8,0.5,1.0
2026-01-19,Handshake extension,Software Engineer,6,Exam submitted,5,0.3125,0.625
2026-01-19,Handshake extension,Software Engineer,7,Mock interview completed,2,0.125,0.4
2026-01-19,Handshake extension,UX Designer,1,Account created,10,1.0,1.0
2026-01-19,Handshake extension,UX Designer,2,Logged in,10,1.0,1.0
2026-01-19,Handshake extension,UX Designer,3,Job saved,8,0.8,0.8
2026-01-19,Handshake extension,UX Designer,4,Prep plan generated,7,0.7,0.875
2026-01-19,Handshake extension,UX Designer,5,First note completed,7,0.7,1.0
2026-01-19,Handshake extension,UX Designer,6,Exam submitted,6,0.6,0.8571
2026-01-19,Handshake extension,UX Designer,7,Mock interview completed,2,0.2,0.3333
2026-01-19,LinkedIn extension,Data Analyst,1,Account created,13,1.0,1.0
2026-01-19,LinkedIn extension,Data Analyst,2,Logged in,11,0.8462,0.8462
2026-01-19,LinkedIn extension,Data Analyst,3,Job saved,5,0.3846,0.4545
2026-01-19,LinkedIn extension,Data Analyst,4,Prep plan generated,5,0.3846,1.0
2026-01-19,LinkedIn extension,Data Analyst,5,First note completed,5,0.3846,1.0
2026-01-19,LinkedIn extension,Data Analyst,6,Exam submitted,3,0.2308,0.6
2026-01-19,LinkedIn extension,Data Analyst,7,Mock interview completed,3,0.2308,1.0
2026-01-19,LinkedIn extension,Finance Analyst,1,Account created,24,1.0,1.0
2026-01-19,LinkedIn extension,Finance Analyst,2,Logged in,23,0.9583,0.9583
2026-01-19,LinkedIn extension,Finance Analyst,3,Job saved,14,0.5833,0.6087
2026-01-19,LinkedIn extension,Finance Analyst,4,Prep plan generated,11,0.4583,0.7857
2026-01-19,LinkedIn extension,Finance Analyst,5,First note completed,11,0.4583,1.0
2026-01-19,LinkedIn extension,Finance Analyst,6,Exam submitted,8,0.3333,0.7273
2026-01-19,LinkedIn extension,Finance Analyst,7,Mock interview completed,6,0.25,0.75
2026-01-19,LinkedIn extension,Product Manager,1,Account created,24,1.0,1.0
2026-01-19,LinkedIn extension,Product Manager,2,Logged in,22,0.9167,0.9167
2026-01-19,LinkedIn extension,Product Manager,3,Job saved,12,0.5,0.5455
2026-01-19,LinkedIn extension,Product Manager,4,Prep plan generated,11,0.4583,0.9167
2026-01-19,LinkedIn extension,Product Manager,5,First note completed,11,0.4583,1.0
2026-01-19,LinkedIn extension,Product Manager,6,Exam submitted,9,0.375,0.8182
2026-01-19,LinkedIn extension,Product Manager,7,Mock interview completed,6,0.25,0.6667
2026-01-19,LinkedIn extension,Software Engineer,1,Account created,25,1.0,1.0
2026-01-19,LinkedIn extension,Software Engineer,2,Logged in,21,0.84,0.84
2026-01-19,LinkedIn extension,Software Engineer,3,Job saved,13,0.52,0.619
2026-01-19,LinkedIn extension,Software Engineer,4,Prep plan generated,9,0.36,0.6923
2026-01-19,LinkedIn extension,Software Engineer,5,First note completed,9,0.36,1.0
2026-01-19,LinkedIn extension,Software Engineer,6,Exam submitted,6,0.24,0.6667
2026-01-19,LinkedIn extension,Software Engineer,7,Mock interview completed,2,0.08,0.3333
2026-01-19,LinkedIn extension,UX Designer,1,Account created,21,1.0,1.0
2026-01-19,LinkedIn extension,UX Designer,2,Logged in,20,0.9524,0.9524
2026-01-19,LinkedIn extension,UX Designer,3,Job saved,12,0.5714,0.6
2026-01-19,LinkedIn extension,UX Designer,4,Prep plan generated,9,0.4286,0.75
2026-01-19,LinkedIn extension,UX Designer,5,First note completed,9,0.4286,1.0
2026-01-19,LinkedIn extension,UX Designer,6,Exam submitted,8,0.381,0.8889
2026-01-19,LinkedIn extension,UX Designer,7,Mock interview completed,3,0.1429,0.375
2026-01-19,Manual paste,Data Analyst,1,Account created,20,1.0,1.0
2026-01-19,Manual paste,Data Analyst,2,Logged in,18,0.9,0.9
2026-01-19,Manual paste,Data Analyst,3,Job saved,11,0.55,0.6111
2026-01-19,Manual paste,Data Analyst,4,Prep plan generated,5,0.25,0.4545
2026-01-19,Manual paste,Data Analyst,5,First note completed,5,0.25,1.0
2026-01-19,Manual paste,Data Analyst,6,Exam submitted,3,0.15,0.6
2026-01-19,Manual paste,Data Analyst,7,Mock interview completed,1,0.05,0.3333
2026-01-19,Manual paste,Finance Analyst,1,Account created,20,1.0,1.0
2026-01-19,Manual paste,Finance Analyst,2,Logged in,15,0.75,0.75
2026-01-19,Manual paste,Finance Analyst,3,Job saved,9,0.45,0.6
2026-01-19,Manual paste,Finance Analyst,4,Prep plan generated,4,0.2,0.4444
2026-01-19,Manual paste,Finance Analyst,5,First note completed,4,0.2,1.0
2026-01-19,Manual paste,Finance Analyst,6,Exam submitted,3,0.15,0.75
2026-01-19,Manual paste,Finance Analyst,7,Mock interview completed,0,0.0,0.0
2026-01-19,Manual paste,Product Manager,1,Account created,22,1.0,1.0
2026-01-19,Manual paste,Product Manager,2,Logged in,18,0.8182,0.8182
2026-01-19,Manual paste,Product Manager,3,Job saved,14,0.6364,0.7778
2026-01-19,Manual paste,Product Manager,4,Prep plan generated,12,0.5455,0.8571
2026-01-19,Manual paste,Product Manager,5,First note completed,12,0.5455,1.0
2026-01-19,Manual paste,Product Manager,6,Exam submitted,9,0.4091,0.75
2026-01-19,Manual paste,Product Manager,7,Mock interview completed,3,0.1364,0.3333
2026-01-19,Manual paste,Software Engineer,1,Account created,25,1.0,1.0
2026-01-19,Manual paste,Software Engineer,2,Logged in,20,0.8,0.8
2026-01-19,Manual paste,Software Engineer,3,Job saved,16,0.64,0.8
2026-01-19,Manual paste,Software Engineer,4,Prep plan generated,13,0.52,0.8125
2026-01-19,Manual paste,Software Engineer,5,First note completed,13,0.52,1.0
2026-01-19,Manual paste,Software Engineer,6,Exam submitted,10,0.4,0.7692
2026-01-19,Manual paste,Software Engineer,7,Mock interview completed,3,0.12,0.3
2026-01-19,Manual paste,UX Designer,1,Account created,13,1.0,1.0
2026-01-19,Manual paste,UX Designer,2,Logged in,12,0.9231,0.9231
2026-01-19,Manual paste,UX Designer,3,Job saved,9,0.6923,0.75
2026-01-19,Manual paste,UX Designer,4,Prep plan generated,7,0.5385,0.7778
2026-01-19,Manual paste,UX Designer,5,First note completed,7,0.5385,1.0
2026-01-19,Manual paste,UX Designer,6,Exam submitted,6,0.4615,0.8571
2026-01-19,Manual paste,UX Designer,7,Mock interview completed,2,0.1538,0.3333
2026-01-26,Company career site,Data Analyst,1,Account created,14,1.0,1.0
2026-01-26,Company career site,Data Analyst,2,Logged in,13,0.9286,0.9286
2026-01-26,Company career site,Data Analyst,3,Job saved,11,0.7857,0.8462
2026-01-26,Company career site,Data Analyst,4,Prep plan generated,9,0.6429,0.8182
2026-01-26,Company career site,Data Analyst,5,First note completed,9,0.6429,1.0
2026-01-26,Company career site,Data Analyst,6,Exam submitted,5,0.3571,0.5556
2026-01-26,Company career site,Data Analyst,7,Mock interview completed,1,0.0714,0.2
2026-01-26,Company career site,Finance Analyst,1,Account created,9,1.0,1.0
2026-01-26,Company career site,Finance Analyst,2,Logged in,9,1.0,1.0
2026-01-26,Company career site,Finance Analyst,3,Job saved,7,0.7778,0.7778
2026-01-26,Company career site,Finance Analyst,4,Prep plan generated,5,0.5556,0.7143
2026-01-26,Company career site,Finance Analyst,5,First note completed,5,0.5556,1.0
2026-01-26,Company career site,Finance Analyst,6,Exam submitted,4,0.4444,0.8
2026-01-26,Company career site,Finance Analyst,7,Mock interview completed,1,0.1111,0.25
2026-01-26,Company career site,Product Manager,1,Account created,16,1.0,1.0
2026-01-26,Company career site,Product Manager,2,Logged in,14,0.875,0.875
2026-01-26,Company career site,Product Manager,3,Job saved,7,0.4375,0.5
2026-01-26,Company career site,Product Manager,4,Prep plan generated,5,0.3125,0.7143
2026-01-26,Company career site,Product Manager,5,First note completed,5,0.3125,1.0
2026-01-26,Company career site,Product Manager,6,Exam submitted,4,0.25,0.8
2026-01-26,Company career site,Product Manager,7,Mock interview completed,2,0.125,0.5
2026-01-26,Company career site,Software Engineer,1,Account created,8,1.0,1.0
2026-01-26,Company career site,Software Engineer,2,Logged in,7,0.875,0.875
